sg_address1,sg_address2,sg_address3,zipcode
18 BOON LAY WAY,#02-128 TRADEHUB 21,SINGAPORE,609966
246 MCPHERSON ROAD,02-02 BETIME BUILDING,SINGAPORE,348578
"11, TUAS AVE 6,",,SINGAPORE,639299
10 AVA ROAD,#03-01 AVA TOWER,SINGAPORE,329949
114 LAVENDER STREET,#09-93 CT HUB 2,SINGAPORE,338729
65A JALAN TENTERAM,#06-09 ST. MICHAEL'S EST FLATTED FTY,SINGAPORE,328958
2 INTERNATIONAL BUSINESS PARK,UNIT 10-08 STRATEGY,SINGAPORE,609930
115A COMMONWEALTH DRIVE,#05-20/21,SINGAPORE,149596
108 MIDDLE ROAD,#09-00 BERNHARD SCHULTE HOUSE,SINGAPORE,188967
38 WOODLANDS TERRACE,,SINGAPORE,738455
315 OUTRAM ROAD,#12-10 TAN BOON LIAT BUILDING,SINGAPORE,169074
50 NANYANG AVENUE,BLOCK N4.1-02-12,SINGAPORE,639798
10 ANSON ROAD,#20-03A INTERNATIONAL PLAZA,SINGAPORE,079903
19 KIM KEAT ROAD,#02-04 FU TSU BUILDING,SINGAPORE,328804
8 MARINA BOULEVARD #05-02,MARINA BAY FINANCIAL CENTRE,SINGAPORE,018981
130 SIMEI STREET 1,#05-238,SINGAPORE,520130
25 NORTH BRIDGE ROAD,#02-01 EFG BANK BUILDINGâ¬,SINGAPORE,179104
360 ORCHARD ROAD,#10-01 INTERNATIONAL BUILDING,SINGAPORE,238869
11 3RD HOSPITAL AVE,,SINGAPORE,168751
50 SCIENCE PARK ROAD,#04-06/10 THE KENDALL SCIENCE PARK II,SINGAPORE,117406
12 MARINA BOULEVARD,#17-01 MARINA BAY FINANCIAL CENTRE TOWER 3,SINGAPORE,018982
14 JALAN LEMBAH KALLANG,,SINGAPORE,339569
40 UBI CRESCENT,#01-03 UBI TECHPARK,SINGAPORE,408567
THE RIVERWALK,"20 UPPER CIRCULAR ROAD,UNIT #02-08",SINGAPORE,058416
77 HIGH STREET,#09-10 HIGH STREET PLAZA,SINGAPORE,179433
2 JURONG EAST STREET 21,#04-30,SINGAPORE,609601
151 LORONG CHUAN,NEW TECH PARK #05-01A/B,SINGAPORE,556741
60 TRAS STREET #03-01,,SINGAPORE,078999
"12 TANNERY ROAD, #10-01 HB CENTRE 1",,SINGAPORE,347722
8 EU TONG SEN STREET,#18-83 THE CENTRAL,SINGAPORE,059818
101 CECIL STREET,#14-10 TONG ENG BUILDING,SINGAPORE,069533
NO.5 TUKANG INNOVATION GROVE,,SINGAPORE,618304
25 MANDAI ESTATE,#07-10 INNOVATION PL TWR 1,SINGAPORE,729930
30 BUKIT PASOH ROAD,,SINGAPORE,089844
108 PASIR PANJANG ROAD,#03-07/09 GOLDEN AGRI PLAZA,SINGAPORE,118535
NO.7 TEMASEK BOULEVARD,#08-07 SUNTEC TOWER ONE,SINGAPORE,038987
137 MARKET STREET,#04-01,SINGAPORE,048943
61 TUAS AVENUE 1,,SINGAPORE,639506
37 GUL AVENUE,,SINGAPORE,629677
8 JALAN KILANG BARAT CENTRAL LINK,"#03-05, #03-06 (EXHEAT), #03-07 (EXSERVICES)",SINGAPORE,159351
1 BUKIT BATOK CRESCENT,#05-50/51 WCEGA PLAZA,SINGAPORE,658064
"245 KAKI BUKIT AVE 1,",SHUN LI INDUSTRIAL PARK,SINGAPORE,416057
BLK 13 LORONG 8 TOA PAYOH,#02-03 BRADDELL TECH,SINGAPORE,319261
11 MERANTI CRESCENT,JURONG ISLAND BANYAN LOGISPARK,SINGAPORE,627806
6 DEFU LANE 3,,SINGAPORE,539440
"100, PASIR PANJANG ROAD",#06-07,SINGAPORE,118518
135 KAKI BUKIT AVENUE 1,SHUN LI IND PK,SINGAPORE,416002
28 TUAS CRESCENT,,SINGAPORE,638719
52 DESKER ROAD,,SINGAPORE,209582
"39 UBI CRESCENT,","#05-00 POWERPLUS BUILDING,",SINGAPORE,408587
18 BOON LAY WAY,#04-115 TRADEHUB 21,SINGAPORE,609966
"51 GOLDHILL PLAZA,",#13-02/03,SINGAPORE,308900
1 BANYAN PLACE,,SINGAPORE,627841
14 TRACTOR ROAD,,SINGAPORE,627973
2 BATTERY ROAD,#16-00 MAYBANK TWR,SINGAPORE,049907
1 MARITIME SQUARE,#09-34 HARBOURFRONT CENTRE,SINGAPORE,099253
BLK 13 LORONG 8 TOA PAYOH,#06-05 BRADDELL TECH,SINGAPORE,319261
6001 BEACH ROAD,,SINGAPORE,088390
BLK 503A #06-03,CANBERRA LINK,SINGAPORE,751503
"3, HARBOURFRONT PLACEO",HARBOURFRONT TOWER 2 #12-02,SINGAPORE,099254
11 CHANGI NORTH STREET 1,#03-11,SINGAPORE,498823
101 THOMSON ROAD,#13-01 UNITED SQUARE,SINGAPORE,307591
70 PASIR RIS DRIVE 12 FARMWAY 3,,SINGAPORE,518234
20 MAXWELL ROAD,#08-01,SINGAPORE,069113
"100 JURONG ISLAND HIGHWAY,",,SINGAPORE,627867
1 TUAS SOUTH STREET 3,,SINGAPORE,638043
2 ORCHARD TURN,#04-25 ION ORCHARD,SINGAPORE,238801
1 KAKI BUKIT AVENUE 6,#02-28 AUTOBAY @ KAKI BUKIT,SINGAPORE,417883
1002 TOA PAYOH INDUSTRIAL PARK,LORONG 8 #01-1435,SINGAPORE,319074
10 HOE CHIANG ROAD,#20-01/02 KEPPEL TWRS,SINGAPORE,089315
65 CHULIA STREET,#21-05 OCBC CENTRE,SINGAPORE,049513
26 BENOI SECTOR,(OFF PIONEER RD),SINGAPORE,629858
35 PIONEER ROAD NORTH,,SINGAPORE,628475
NO. 6 MARSILING LANE BLK 'C',#03-00,SINGAPORE,739145
#02-08/09 9 TAGORE LANE,9@TAGORE,SINGAPORE,787472
BLK 67 UBI ROAD 1,#06-07 OXLEY BIZHUB,SINGAPORE,408730
201 WOODLANDS AVE 9,#05-50 SPECTRUM 2,SINGAPORE,738955
6001 BEACH ROAD,#02-16 GOLDEN MILE TOWER,SINGAPORE,199589
438B ALEXANDRA ROAD,#06-02 ALEXANDRA TECHNOPARK,SINGAPORE,119968
8 CHANGI SOUTH STREET 3,,SINGAPORE,486399
22 SIN MING LANE,#05-82 MIDVIEW CITY,SINGAPORE,573969
151 LORONG CHUAN,#05-01 NEW TECH PARK LOBBY A,SINGAPORE,556741
"8 Shenton Way,",,SG,068811
41 CIRCUIT ROAD,#12-541,SINGAPORE,370041
114 LAVENDER STREET,#05-53 CT HUB 2,SINGAPORE,338729
24 PECK SEAH STREET,#09-01 NEHSONS BUILDING,SINGAPORE,079314
5 TUKANG INNOVATION GROVE,,SINGAPORE,618304
100 JURONG ISLAND HIGHWAY,,SINGAPORE,627867
176 SIN MING DRIVE,#02-16 SIN MING AUTOCARE,SINGAPORE,575721
8 KAKI BUKIT AVENUE 4,#02-15 PREMIER @ KAKI BUKIT,SINGAPORE,415875
81 TUAS SOUTH AVE 8,,SINGAPORE,637558
41 SCIENCE PARK ROAD,"THE GEMINI #01- 17, SINGAPORE SCIENCE PARK II",SINGAPORE,117610
17 JOO YEE ROAD,OFF INT'L RD,SINGAPORE,619201
38 ANG MO KIO INDUSTRIAL PARK 2,#01-12,SINGAPORE,569511
25 INTERNATIONAL BUSINESS PARK,#04-15/17 GERMAN CENTRE,SINGAPORE,609916
89 SHORT STREET,#10-07 GOLDEN WALL CENTRE,SINGAPORE,188216
20W PASIR PANJANG ROAD #04-28,MAPLETREE BUSINESS CITY,SINGAPORE,117439
2 WOODLANDS SECTOR 1,WOODLANDS SPECTRUM I,SINGAPORE,738068
20 WOODLANDS LINK,#07-02,SINGAPORE,738733
66 TANNERY LANE,#02-03A SINDO BUILDING,SINGAPORE,347805
NO. 8 ANTHONY ROAD,#01-01,SINGAPORE,229957
26 UPPER DICKSON ROAD,,SINGAPORE,207506
"BLK 2, DEFU LANE 10",#03-509,SINGAPORE,539183
25B LOYANG CRESCENT,BLOCK 302 #02-04,SINGAPORE,506817
BLK 1004 LORONG 8 TOA PAYOH,#02-1497,SINGAPORE,319076
"680 UPPER THOMSON RD,",#01-05,SINGAPORE,787103
BLK 3018A UBI ROAD 1,#01-27,SINGAPORE,408711
NO 2 LOYANG LANE,#04-01,SINGAPORE,508913
216 JOO CHIAT ROAD,#03-02 SOHOLISE COMMERCIAL BUILDING,SINGAPORE,427483
"LOYANG OFFSHORE SUPPLY BASE, 23 LOYANG","CRESCENT, 23 LOYANG CRESCENT",SINGAPORE,508986
"10 KALLANG AVENUE,",#05-12 / 13 APERIA TOWER 2,SINGAPORE,339510
"1 RAFFLES PLACE, LEVEL 24,",,SINGAPORE,048616
25 INTERNATIONAL BUSINESS PARK,#01-57/58 GERMAN CENTRE,SINGAPORE,609916
16 RAFFLES QUAY,#16-04 HONG LEONG BUILDING,SINGAPORE,048581
9 LOCK ROAD,#02-22 GILLMAN BARRACKS,SINGAPORE,108937
56 GENTLE ROAD,,SINGAPORE,309178
11 PIONEER SECTOR 1,,SINGAPORE,628422
100 PECK SEAH STREET,#07-08 PS 100,SINGAPORE,079333
8 BEGONIA WALK,,SINGAPORE,805796
3 TEMASEK AVE,"LEVEL 34, CENTENNIAL TOWER",SINGAPORE,039190
501 ORCHARD RD,#03-07A WHEELOCK PLACE,SINGAPORE,560616
"1100, LOWER DELTA ROAD","#03-05A, EPL BUILDING",SINGAPORE,169206
34 BOON LEAT TERRACE,#04-14,SINGAPORE,119866
23 TUAS AVENUE 8,ALY BUILDING,SINGAPORE,639238
319A ANCHORVALE DRIVE,#15-80,SINGAPORE,541319
21 TOH GUAN ROAD EAST,#06-20 TOH GUAN CTR,SINGAPORE,608609
19 KIM KEAT ROAD,#02-12 FU TSU BLDG,SINGAPORE,328804
BLK 3023 UBI ROAD 3,#03-17,SINGAPORE,408663
BLK 3026 UBI ROAD 1,#01-166,SINGAPORE,408719
2 KIM CHUAN DRIVE,#02-06 CSI DISTRIBUTION CENTRE,SINGAPORE,537080
15A TUAS AVENUE 18,#03-01 JIAN HUANG BUSINESS CENTRE,SINGAPORE,638905
ONE TEMASEK AVENUE,"#05-03, MILLENIA TOWER",SINGAPORE,039192
10 GUL CRESCENT,,SINGAPORE,629523
427 RIVER VALLEY ROAD,,SINGAPORE,248326
10 TUAS SOUTH STREET 3,,SINGAPORE,638051
1 YISHUN INDUSTRIAL ST 1,#06-14 APOSH BIZ HUB,SINGAPORE,768160
"BLOCK 530A, PASIR RIS DRIVE 1,",#07-360,SINGAPORE,511530
80 MARINE PARADE ROAD,#09-08 PARKWAY PARADE,SINGAPORE,449269
61 KAKI BUKIT AVE 1,#03-29 SHUN LI INDUSTRIAL PARK,SINGAPORE,417943
10 MARINA BOULEVARD 16-03,"TOWER 2, MARINA BAY FINANCIAL CENTRE,",SINGAPORE,018983
8 EU TONG SEN STREET,#20-85 THE CENTRAL,SINGAPORE,059818
NO 1 PHILIPS STREET,#11-01,SINGAPORE,048692
279 RIVER VALLEY ROAD #03-01,FDAWU BUILDING,SINGAPORE,238320
4 SHENTON WAY,#04-05 SGX CENTRE 2,SINGAPORE,068807
31 BISHAN STREET 11,#22-05 BISHAN LOFT 1,SINGAPORE,579819
NO 2 SOON WING ROAD,#04-09,SINGAPORE,347893
31 HENG MUI KENG TERRACE,,SINGAPORE,119591
16 SIMEI STREET 1,#06-15 MELVILLE PARK,SINGAPORE,529942
"23, JALAN RAJA UDANG","#18-11, THE ARTE",SINGAPORE,329216
1 NANYANG WALK,,SINGAPORE,637616
6 CHANGI NORTH STREET 1,SPANNERS BUILDING,SINGAPORE,498825
68 SUNGEI KADUT LOOP,#07-00,SINGAPORE,729504
10 ANSON ROAD #10-11,INTERNATIONAL PLAZA,SINGAPORE,074903
40 TOH GUAN ROAD EAST,#01-65 ENTERPRISE HUB,SINGAPORE,608582
8 JURONG TOWN HALL ROAD,#24-05,SINGAPORE,609434
BLK 3011 BEDOK NORTH AVENUE 4,BEDOK INDUATRIAL PARK E #02-2000,SINGAPORE,489977
36 ROBINSON ROAD,#22-00 CITY HOUSE,SINGAPORE,068877
50 NANYANG AVENUE,BLOCK S3.2 LEVEL B4,SINGAPORE,639798
BLK 123 BISHAN STREET 12,#07-05,SINGAPORE,570123
111 NORTH BRIDGE ROAD #08-26A,PENNISULAR PLAZA,SINGAPORE,179098
18 KAKI BUKIT ROAD 3,#02-05,SINGAPORE,415978
BLK 661D JURONG WEST STREET 64,#16-456,SINGAPORE,644661
30 PASIR PANJANG ROAD,MAPLETREE BUSINESS CITY #13-31,SINGAPORE,117440
27 NEW INDUSTRIAL ROAD,#07-05 NOVELTY TECHPOINT,SINGAPORE,536212
1 OXLEY RISE,#04-05 ONE OXLEY RISE,SINGAPORE,238714
31 TANNERY LANE,#06-01 HB CENTRE II,SINGAPORE,347788
BLK 115 #01-53,ALJUNIED AVE 2,SINGAPORE,380115
51 UBI AVENUE 1,#03-03 PAYA UBI IND PK,SINGAPORE,408933
1 TEBAN GARDENS CRESCENT,,SINGAPORE,608919
30 CECIL STREET,#29-01 PRUDENTIAL TOWER,SINGAPORE,049712
883 NORTH BRIDGE ROAD,#13-01 SOUTHBANK,SINGAPORE,198785
1 HARBOURFRONT AVENUE,#04-11/13 KEPPEL BAY TOWER,SINGAPORE,098632
61 SENOKO DRIVE,#04-00,SINGAPORE,758238
14 SENOKO LOOP,,SINGAPORE,758150
"SIX BATTERY ROAD, LEVEL 42,",,SINGAPORE,049909
3 ANSON ROAD,#22-01 SPRINGLEAF TOWER,SINGAPORE,079909
"271A, PUNGGOL WALK, #11-505",PUNGGOL RESIDENCES SINGAPORE,SINGAPORE,821271
547 BEDOK NORTH STREET 3,#09-1466,SINGAPORE,460547
211 HENDERSON ROAD,#13-01 HENDERSON INDUSTRIAL PARK,SINGAPORE,159552
600 NORTH BRIDGE ROAD,#16-01 PARKVIEW SQUARE,SINGAPORE,188778
NO. 2 SIMS CLOSE,#06-07 GEMINI@SIMS,SINGAPORE,387298
"7 UBI CLOSE,","4TH FLOOR, ALPINE CENTER",SINGAPORE,408604
99 BUKIT TIMAH ROAD,#06-00,SINGAPORE,229835
"1 HARBOURFRONT PLACE , #06-00",HARBOURFRONT TOWER ONE,SINGAPORE,098633
2021 BUKIT BATOK ST 23,#03-206,SINGAPORE,659526
33 KIAN TECK DRIVE,,SINGAPORE,628850
51 UBI AVE 1,#05-08A PAYA UBI INDUSTRIAL PARK,SINGAPORE,408933
18 BOON LAY WAY #04-125B,TRADEHUB 21,SINGAPORE,609966
16 NEW INDUSTRIAL ROAD #05-03 / 04,,SINGAPORE,536204
21 JURONG TOWN HALL,"SINGAPORE SCIENCE CENTRE, LINKWAY",SINGAPORE,609433
51 CUPPAGE ROAD,#01-01,SINGAPORE,229469
60 PAYA LEBAR ROAD,#10-53 PAYA LEBAR SQUARE,SINGAPORE,409051
16 KALLANG PLACE,#03-15,SINGAPORE,339156
152 BEACH ROAD GATEWAY EAST,#03-04,SINGAPORE,189721
49,20W PASIR PANJANG RD #10-25/28 MAPLETREE BIZ,SINGAPORE,117439
26 GUL LANE,,SINGAPORE,629420
10 BUROH STREET #09-12,WEST CONNECT BUILDING,SINGAPORE,627564
5 LORONG BAKAR BATU,#05-02 MACHPHERSON IND CMPLX,SINGAPORE,348742
7 TUAS LINK 2,,SINGAPORE,638556
41 DEFU LANE 9,,SINGAPORE,539281
20 ANG MO KIO IND PARK 2A,#07-01 AMK TECHLINK,SINGAPORE,567761
280 WOODLANDS INDUSTRIAL PARK E5,#07-28 HAVEST @ WOODLANDS,SINGAPORE,757322
180 PAYA LEBAR ROAD,#03-03 YI GUANG FACTORY BUILDING,SINGAPORE,409032
30 TUAS BASIN LINK,LITA BUILDING,SINGAPORE,638786
30 GUL DRIVE,,SINGAPORE,629478
1 CLEMENTI LOOP,#03-05 CLEMENTI WEST LOGISPARK,SINGAPORE,129808
3A INTERNATIONAL BUSINESS PARK,#01 13 ICON @ IBP,SINGAPORE,609935
77 HIGH STREET,#08-12 HIGH STREET PLAZA,SINGAPORE,179422
8 KAKI BUKIT ROAD 2 #02-07,RUBY WAREHOUSE COMPLEX,SINGAPORE,417841
456 ALEXANDRA ROAD,#04-03 FRAGRANCE EMPIRE BUILDING,SINGAPORE,119962
36 BEDOK SOUTH AVE 2,#16 - 411,SINGAPORE,460036
85 GENTING LANE,#05-01A GUAN HUA WAREHOUSE BUILDING,SINGAPORE,349569
61 SCIENCE PARK ROAD #01-19 THE GALEN,SINGAPORE SCIENCE PARK II,SINGAPORE,117525
21 TOH GUAN ROAD EAST,#07-30 TOH GUAN CENTRE,SINGAPORE,608609
1 COLEMAN STREET,#08-01 THE ADELPHI,SINGAPORE,179803
"48 TOH GUAN ROAD EAST,",#02-122 ENTERPRISE HUB,SINGAPORE,608586
NO 11 SERANGOON NORTH AVENUE 5,#06-02,SINGAPORE,554809
71 WOODLANDS AVE 10,#01-12 WOODLANDS INDUSTRIAL XCHANGE,SINGAPORE,737743
16 ARUMUGAM ROAD,#02-04A LTC BUILDING D,SINGAPORE,409961
18 PIONEER ROAD,,SINGAPORE,628498
1 SUNVIEW ROAD,#08-50 ECO-TECH@SUNVIEW,SINGAPORE,627615
10 ANSON ROAD,#11-20 INTERNATIONAL PLAZA,SINGAPORE,079903
290 ORCHARD ROAD,#01-07A PALAIS RENAISSANCE,SINGAPORE,238871
7 JALAN LABU MERAH,BARTLEY RISE ESTATE,SINGAPORE,537975
BLOCK 15 JOO SENG ROAD,#07-71,SINGAPORE,360015
14 ROBINSON ROAD,#08-01A,SINGAPORE,048545
24 LIM TECK BOO ROAD,#04-03 NANYANG TECH CENTRE,SINGAPORE,537003
1093 LOWER DELTA ROAD,#05-01,SINGAPORE,169204
100 JURONG ISLAND HIGHWAY,SINGAPORE,SINGAPORE,627867
138 ROBINSON ROAD,#03-42 OXLEY TOWER,SINGAPORE,068906
51 SCIENCE PARK ROAD,#02-01 THE ARIES,SINGAPORE,117586
NO 68A SENOKO ROAD,,SINGAPORE,758129
61 UBI ROAD 1,#03-37 OXLEY BIZHUB 1,SINGAPORE,408727
39 WOODLANDS,CLOSE ROAD #02-44,SINGAPORE,737856
351 CORPORATION DRIVE,#11-528,SINGAPORE,610351
10 ANSON ROAD,#24-11 INTERNATIONAL PLAZA,SINGAPORE,079903
140 PAYA LEBAR ROAD,#06-03 A-Z BUILDING,SINGAPORE,409015
62 TRURO RD,,SINGAPORE,217606
7 KALLANG PLACE,#01-01,SINGAPORE,339153
8 EU TONG SEN STREET,#18-81 THE CENTRAL,SINGAPORE,059818
18 TU FU AVENUE,TEACHER'S HOUSING ESTATE,SINGAPORE,787225
4 JALAN AMPAS,06-08 BALESTIER REGENCY,SINGAPORE,329505
115A COMMONWEALTH DRIVE #03-10/12,TANGLIN HALT INDUSTRIAL ESTATE,SINGAPORE,149596
48 TECH PARK CRESENT,,SINGAPORE,638093
3015A UBI ROAD 1,#07-11,SINGAPORE,408705
"61 SCIENCE PARK ROAD,#05-17","THE GALEN,SINGAPORE SCIENCE PARK 2",SINGAPORE,117525
9 SCOTTS ROAD,#03-01 PACIFIC PLAZA,SINGAPORE,228210
41 TOH GUAN ROAD EAST,#03-01A ADL BUILDING,SINGAPORE,608605
300 BEACH ROAD,#29-07 THE CONCOURSE,SINGAPORE,199555
26 SUNGEI KADUT LOOP,,SINGAPORE,729467
BLK 28D DOVER CRESCENT #17-81,,SINGAPORE,134028
15 FISHERY PORT ROAD,,SINGAPORE,619735
"NO. 160 KALLANG WAY, STORHUB BUILDING",#01-1200,SINGAPORE,349246
18 BOON LAY WAY,#07-114 TRADEHUB 21,SINGAPORE,609966
APT 432 HOUGANG AVENUE 6,#08-196,SINGAPORE,530432
"1 YISHUN INDSTRL ST 1,",A'POSH BIZHUB #01-03,SINGAPORE,768160
10 ADMIRALTY STREET,#05-14 NORTH LINK BUILDING,SINGAPORE,757695
168 WOODLANDS STREET 11,#09-125,SINGAPORE,730168
2 JURONG EAST STREET 21,#02-189 IMM BUILDING,SINGAPORE,609601
7030 ANG MO KIO AVE 5,#05-30 NORTHSTAR@AMK,SINGAPORE,569880
31 PASIR PANJANG HILL,#02-01,SINGAPORE,118853
1 DEPOT CLOSE,3201-5080-0000-7T00,SINGAPORE,109841
NO 50 TAGORE LANE,#04-10 (I),SINGAPORE,787494
50 BUKIT BATOK ST 23,#06-28 MIDVIEW BLDG,SINGAPORE,659578
NO.7 DEFU LANE 6,,SINGAPORE,539368
27 TESSENSOHN ROAD,,SINGAPORE,217698
1 WOODLANDS TERRACE,#03-01 LINGJACK IND BLDG,SINGAPORE,738471
50B CIRCULAR ROAD,,SINGAPORE,049405
NO 11 GUL AVENUE,,SINGAPORE,629655
2 INTERNATIONAL BUSINESS PARK,#02-20 THE STRATEGY TOWER 2,SINGAPORE,609930
#02-03 JALAN BESAR PLAZA,101 KITCHENER ROAD,SINGAPORE,208511
331 NORTH BRIDGE ROAD,#05-07 ODEON TOWERS,SINGAPORE,188720
39 SHIPYARD ROAD,,SINGAPORE,628133
47 JALAN PEMIMPIN,#04-02C HALCYON 2,SINGAPORE,577200
81 CLEMENCEAU AVE #04-15./16,UE SQUARE,SINGAPORE,239917
58 SENOKO ROAD,,SINGAPORE,758122
7000 ANG MO KIO AVENUE 5,#04-01 (WEST ENTRANCE),SINGAPORE,569877
SINGAPORE METALLOCENE ELASTOMERS,1 HARBOURFRONT PLACE #06-00,"HARBOUR FRONT TWR ONE,SINGAPORE",098633
43 NEWTON ROAD,,SINGAPORE,307970
456 ALEXANDRA ROAD EMPIRE BUILDING,#11-01 FRAGRANCE,SINGAPORE,119962
NO 2 KALLANG PUDDING RD,#01-02 MACTECH BUILDING,SINGAPORE,349307
BLK 221 PASIR RIS ST 21,#12-116,SINGAPORE,510221
7 SOON LEE STREET,#02-40/41 ISPACE,SINGAPORE,627608
3 SOON LEE STREET,#05-33 PIONEER JUNCTION,SINGAPORE,627606
"UNIT #18-08, SHENTON WAY",OUE DOWNTOWN 2,SINGAPORE,068809
1 DEPOT CLOSE,3201501900000000,SINGAPORE,109841
50 BUKIT BATOK STREET 23,#02-25 MIDVIEW BUILDING,SINGAPORE,659578
THE PHOTONICS INSTITUTE,"50 NANYANG AVE, S1-B6B-04",SINGAPORE,639798
8 TEMASEK BOULEVARD,#40-02 SUNTEC TOWER THREE,SINGAPORE,038988
970 TOA PAYOH NORTH,#05-10,SINGAPORE,318992
34 TOH GUAN ROAD EAST,#01-23 ENTERPRISE HUB,SINGAPORE,608579
50 GAMBAS CRESCENT,#01-10,SINGAPORE,757022
8 SENOKO LOOP,,SINGAPORE,758147
BLK 630 JURONG WEST STREET 65,#09-412,SINGAPORE,640630
18 KAKI BUKIT ROAD 3 #05-19,ENTREPRENEUR BUSINESS CENTRE,SINGAPORE,415978
996 BENDEMEER ROAD,#05-02/03 B CENTRAL,SINGAPORE,339944
3 LIM TECK KIM ROAD,12-01 GENTING CENTRE,SINGAPORE,088934
26 BOON LAY WAY,#01-82 TRADEHUB 21,SINGAPORE,609970
3 COLEMAN STREET,#04-02 PENINSULA SHOPPING COMPLEX,SINGAPORE,179804
25 HARRISON ROAD,#09-00 CHIN LIM INDUSTRIAL,SINGAPORE,369646
7 TEMASEK BOULEVARD,#08-03A SUNTEC TOWER 1,SINGAPORE,038987
80 STAMFORD ROAD,#05-007 GENERAL OFFICE,SINGAPORE,178902
3016 BEDOK NORTH AVENUE 4,#03-22 EASTECH,SINGAPORE,489947
1 SCIENCE PARK ROAD,03-11 CAPRICORN BUILDING,SINGAPORE,117528
19A DUXTON ROAD,,SINGAPORE,089485
10 UBI CRESCENT LOBBY D,#07-78 UBI TECHPARK,SINGAPORE,408564
71 UBI CRESCENT,#02-09 EXCALIBUR CTR,SINGAPORE,408571
"5B GAMBAS CRESCENT,","NORDCOM ONE,",SINGAPORE,757038
73 LOYANG WAY,,SINGAPORE,508763
4012 ANG MO KIO AVENUE 10,#07-13 TECHPLACE 1,SINGAPORE,569628
803 KING GEORGES AVENUE,#02-216,SINGAPORE,200803
BLK 65A JALAN TENTERAM #06-08,ST.MICHAEL'S INDUSTRIAL ESTATE,SINGAPORE,328958
10 MARINA BOULEVARD #16-01,"MBFC, TOWER 2",SINGAPORE,018983
"9, HARRISON ROAD",#01-01 HARRISON BUILDING,SINGAPORE,369651
20 COLLYER QUAY,#11-06,SINGAPORE,049319
60 PAYA LEBAR ROAD,PAYA LEBAR SQUARE #13-28,SINGAPORE,409051
1 GATEWAY DRIVE UNIT 07-01 WESTGATE TOWER,,SINGAPORE,608531
63 BISHAN STREET 21,#01-04 BISHAN 8,SINGAPORE,574045
"NO.3 ANG MO KIO STREET 62,",#01-57 LINK@AMK,SINGAPORE,569139
8 JURONG TOWN HALL ROAD,#11-01/06 THE JTC SUMMIT,SINGAPORE,609434
51 BUKIT BATOK CRESCENT,#05-27 UNITY CTR,SINGAPORE,658077
32A NASSIM ROAD,SINGAPORE,SINGAPORE,258410
53 EASTWOOD DRIVE,,SINGAPORE,486145
12 TAI SENG STREET,#06-01A,SINGAPORE,534118
BLK 1003 BUKIT MERAH CENTRAL,#05-34,SINGAPORE,159836
70A AMOY STREET,,SINGAPORE,069889
145B TELOK AYER STREET,,SINGAPORE,068605
111 NORTH BRIDGE ROAD,#05-35 PENINSULA PLAZA,SINGAPORE,179098
442 ORCHARD ROAD,BIZ CTR,SINGAPORE,238879
318 TANGLIN ROAD,#01-28/29 PHOENIX PARK,SINGAPORE,247979
250 AYER MERBAU ROAD,,SINGAPORE,628281
8 KIM TIAN PLACE,#21-55,SINGAPORE,163008
3023 UBI RD 3 #01-11,UBIPLEX I,SINGAPORE,408663
"1 NORTH BRIDGE RD,",#06-13 HIGH STREET CENTRE,SINGAPORE,179094
3005 UBI AVENUE 3,#02-72,SINGAPORE,408861
360 ORCHARD ROAD,#10-03 INTERNATIONAL BUILDING,SINGAPORE,238869
NO.8 LORONG BAKAR BATU,#06-01,SINGAPORE,348743
137 CECIL STREET,#11-01 HENGDA BUILDING,SINGAPORE,069537
1 DEPOT CLOSE,9TH FLOOR,SINGAPORE,109841
2 SCIENCE PARK DRIVE #07-13 ASCENT,SCIENCE PARK 1,SINGAPORE,118222
"152, BEACH ROAD",#14-03 GATEWAY EAST,SINGAPORE,189721
194 PANDAN LOOP,#01-14 PANTECH BUSINESS HUB,SINGAPORE,128383
6 TEMASEK BOULEVARD,#24-03A SUNTEC TOWER FOUR,SINGAPORE,038986
10 PRINCE OF WALES ROAD,,SINGAPORE,266970
10 BUKIT BATOK CRESCENT,"#05-08 THE SPIRE,",SINGAPORE,658079
68 KALLANG PUDDING ROAD,#07-01 SYH LOGISTICS BUILDING,SINGAPORE,349327
175 KAKI BUKIT AVENUE 1,#03-00 SHUN LI INDUSTRIAL PARK,SINGAPORE,416022
1 YISHUN AVENUE 7,SPG OUTBOUND LOGISTICS,SINGAPORE,768923
131 LORONG SEMANGKA,,SINGAPORE,698939
"INSTITUTE FOR MATHEMATICAL SCIENCES, NUS",3 PRINCE GEORGE'S PARK,SINGAPORE,118402
25 LORONG KILAT,#02-01,SINGAPORE,598126
3 TEMASEK AVENUE,#18-01 CENTENNIAL TOWER,SINGAPORE,039190
"231 MOUNTBATTEN ROAD,",BLOCK D #01-05 MOUNTBATTEN CENTRE,SINGAPORE,397999
"BLK 204D, COMPASSVALE DRIVE,",#09-401,SINGAPORE,544204
SINGAPORE BRANCH (BASE METALS),"10 COLLYER QUAY, LEVEL 38 OCEAN FINANCIAL","CENTRE , SINGAPORE",049315
"BLOCK 681D, WOODLANDS DRIVE 62,",#07-57,SINGAPORE,734681
31 WOODLNDS CLOSE,#04-30 WOODLANDS HORIZON,SINGAPORE,737855
16 COLLYER QUAY,#11-01 INCOME AT RAFFLES,SINGAPORE,049318
